process_id,arrival_time,cpu_time1,cpu_time2,io_time
1359,735,19,20,7
1360,72,6,6,3
1361,913,17,19,10
1362,600,6,2,7
1363,171,11,10,9
1364,879,9,3,10
1365,155,3,11,10
1366,70,10,10,4
1367,119,6,7,0
1368,622,4,13,5
1369,578,14,3,9
1370,98,4,1,9
1371,489,3,12,0
1372,951,17,3,0
1373,377,3,11,1
1374,255,3,16,5
1375,967,20,6,7
1376,519,10,17,7
1377,331,7,13,6
1378,158,2,20,4
1379,265,2,3,4
1380,478,12,13,4
1381,263,14,14,4
1382,302,8,8,0
1383,829,13,3,10
1384,399,15,12,10
1385,770,14,1,10
1386,305,20,9,1
1387,624,3,9,8
1388,450,15,7,2
1389,576,12,15,3
1390,683,16,5,7
1391,511,6,15,7
1392,992,3,13,10
1393,166,19,8,3
1394,538,8,10,8
1395,542,10,1,5
1396,696,16,11,1
1397,56,4,4,7
1398,38,8,13,4
1399,558,20,6,2
1400,396,15,20,2
1401,442,1,17,3
1402,345,5,19,10
1403,423,16,14,10
1404,341,15,6,8
1405,862,19,9,10
1406,905,11,13,2
1407,384,20,14,9
1408,673,6,19,2
1409,399,14,1,5
1410,329,16,4,2
1411,255,16,15,1
1412,270,12,5,2
1413,219,14,11,7
1414,980,17,11,0
1415,731,2,9,3
1416,640,2,20,6
1417,934,9,20,2
1418,563,7,14,1
1419,9,20,16,0
1420,241,4,19,10
1421,73,7,20,0
1422,426,2,5,0
1423,924,13,10,6
1424,871,11,7,0
1425,375,14,14,4
1426,82,17,18,6
1427,419,6,12,6
1428,546,20,1,9
1429,515,17,10,0
1430,715,6,5,2
1431,136,11,12,6
1432,973,5,20,4
1433,377,7,17,1
1434,229,16,3,0
1435,762,11,19,4
1436,399,8,8,10
1437,709,8,9,7
1438,533,6,1,10
1439,233,10,17,1
1440,765,14,9,3
1441,528,2,3,5
1442,766,17,9,8
1443,816,7,11,0
1444,181,2,8,7
1445,971,5,14,10
1446,759,19,8,9
1447,571,5,19,8
1448,631,19,5,6
1449,775,15,2,6
1450,859,15,20,8
1451,394,14,18,7
1452,384,15,19,0
1453,334,14,10,5
1454,200,11,2,3
1455,351,4,2,7
1456,690,14,8,6
1457,171,14,1,6
1458,753,10,9,3
1459,175,8,8,9
1460,110,18,15,8
1461,611,16,8,2
1462,117,14,11,1
1463,569,16,1,2
1464,84,7,9,10
1465,158,12,11,6
1466,520,18,8,7
1467,324,5,17,5
1468,860,20,14,10
1469,37,12,12,0
1470,191,6,13,10
1471,113,1,2,4
1472,530,5,11,1
1473,565,5,16,5
1474,239,16,6,6
1475,247,13,16,8
1476,190,7,11,0
1477,253,5,1,5
1478,31,15,4,7
1479,314,18,15,10
1480,385,17,12,8
1481,571,8,13,7
1482,909,11,1,6
1483,438,12,16,7
1484,832,18,9,1
1485,714,18,17,1
1486,61,14,6,6
1487,213,18,18,9
1488,336,12,4,3
1489,258,3,6,0
1490,186,15,7,10
1491,228,13,19,6
1492,318,1,8,6
1493,194,8,18,9
1494,906,8,14,8
1495,572,1,10,3
1496,741,7,14,6
1497,404,11,18,9
1498,897,16,2,7
1499,301,11,19,1
1500,9,16,11,1
1501,618,12,2,8
1502,713,1,9,4
1503,377,14,3,4
1504,205,18,11,4
1505,190,8,3,8
1506,638,14,13,6
1507,791,14,8,2
1508,630,14,20,0
1509,509,14,4,8
1510,110,11,1,4
1511,651,4,7,0
1512,704,12,13,4
1513,162,1,20,1
1514,959,11,14,1
1515,333,4,7,10
1516,376,13,9,5
1517,188,19,8,1
1518,491,19,12,1
1519,402,6,9,5
1520,694,18,13,8
1521,752,15,10,9
1522,648,11,18,1
1523,710,9,9,4
1524,577,14,10,9
1525,312,11,5,8
1526,281,20,10,10
1527,57,8,19,9
1528,66,4,14,4
1529,923,2,15,5
1530,746,3,10,6
1531,477,19,8,7
1532,554,16,1,5
1533,749,10,2,10
1534,752,18,15,8
1535,407,18,9,5
1536,80,4,15,10
1537,772,15,1,3
1538,71,13,9,9
1539,857,15,8,10
1540,831,1,19,1
1541,494,17,1,2
1542,547,19,8,7
1543,810,10,20,1
1544,46,10,2,0
1545,791,13,19,10
1546,973,16,18,1
1547,277,2,1,1
1548,352,19,13,2
1549,552,15,12,10
1550,622,13,6,3
1551,698,19,18,1
1552,729,7,17,4
1553,61,15,8,2
1554,13,19,2,1
1555,127,11,11,10
1556,500,10,13,3
1557,66,20,19,8
1558,914,12,11,1
1559,765,8,16,6
1560,417,8,16,3
1561,525,2,7,3
1562,68,12,17,5
1563,116,4,11,4
1564,414,5,11,10
1565,303,15,19,0
1566,657,12,5,0
1567,303,10,8,1
1568,436,11,16,9
1569,698,20,14,8
1570,192,4,15,4
1571,624,20,12,10
1572,436,11,15,7
1573,224,17,9,2
1574,871,7,19,8
1575,360,14,10,5
1576,852,10,10,0
1577,474,10,17,10
1578,27,9,15,7
1579,694,15,15,6
1580,496,2,14,1
1581,319,6,18,6
1582,887,10,8,5
1583,343,13,17,4
1584,918,5,5,2
1585,613,18,18,2
1586,78,13,8,10
1587,164,13,9,4
1588,858,6,7,10
1589,704,4,15,5
1590,477,7,8,7
1591,568,2,15,1
1592,685,12,13,3
1593,776,19,5,3
1594,285,1,15,6
1595,472,15,10,4
1596,57,5,17,4
1597,278,2,13,3
1598,749,10,11,9
1599,760,19,9,7
1600,751,5,14,2
1601,79,4,3,8
1602,256,6,7,2
1603,613,10,2,8
1604,49,5,20,5
1605,0,10,14,6
1606,488,18,17,10
1607,263,17,11,3
1608,397,16,9,5
1609,151,11,15,9
1610,579,11,14,1
1611,576,1,7,1
1612,934,1,9,5
1613,896,11,9,3
1614,289,8,2,6
1615,880,3,19,6
1616,293,4,8,0
1617,21,11,3,9
1618,369,17,18,1
1619,666,9,12,6
1620,465,15,15,10
1621,75,15,8,1
1622,138,18,20,8
1623,277,1,13,3
1624,138,13,17,1
1625,174,2,6,5
1626,784,5,13,6
1627,179,19,18,9
1628,333,19,17,8
1629,447,6,8,3
1630,60,20,3,0
1631,866,11,4,9
1632,113,13,12,10
1633,774,6,20,10
1634,123,2,16,9
1635,697,3,16,8
1636,20,10,8,7
1637,336,9,11,1
1638,497,1,10,10
1639,790,2,17,0
1640,188,1,3,7
1641,798,20,18,5
1642,459,14,15,4
1643,166,5,6,10
1644,976,20,15,5
1645,693,17,6,5
1646,291,7,8,7
1647,820,19,5,0
1648,515,6,18,0
1649,118,1,18,7
1650,316,15,18,4
1651,973,4,13,3
1652,42,2,6,2
1653,721,20,18,10
1654,882,12,4,1
1655,125,9,8,4
1656,436,4,13,3
1657,620,10,19,5
1658,688,2,19,7
1659,826,20,20,7
1660,319,3,12,3
1661,630,17,12,3
1662,408,9,7,4
1663,738,6,8,10
1664,380,13,4,7
1665,304,12,2,2
1666,315,19,1,6
1667,244,3,2,3
1668,42,6,13,9
1669,132,9,6,4
1670,511,14,14,0
1671,312,12,16,7
1672,739,17,12,9
1673,57,11,8,2
1674,443,2,15,10
1675,151,6,4,9
1676,840,8,5,7
1677,408,4,15,7
1678,988,16,2,9
1679,946,10,5,8
1680,183,17,15,0
1681,975,12,9,2
1682,648,20,20,7
1683,43,12,2,10
1684,997,11,5,4
1685,171,17,18,4
1686,96,5,10,6
1687,858,12,4,8
1688,191,1,20,4
1689,738,9,13,5
1690,832,9,20,5
1691,376,19,4,4
1692,413,14,2,3
1693,158,11,13,1
1694,212,5,1,8
1695,343,17,10,7
1696,480,9,13,2
1697,823,14,7,6
1698,569,2,19,9
1699,208,11,6,2
1700,983,19,6,9
1701,346,10,19,3
1702,745,10,3,10
1703,437,9,19,8
1704,126,11,15,10
1705,421,4,3,10
1706,724,6,14,10
1707,237,19,2,6
1708,423,17,17,4
1709,824,10,9,5
1710,970,1,12,3
1711,28,5,20,4
1712,379,12,19,0
1713,740,7,7,0
1714,572,10,17,5
1715,3,7,18,8
1716,774,13,15,8
1717,586,1,4,10
1718,395,15,19,0
1719,830,8,18,8
1720,583,17,17,9
1721,986,14,18,2
1722,634,15,6,3
1723,629,5,17,3
1724,244,12,16,2
1725,1,15,14,1
1726,933,13,11,3
1727,721,9,4,1
1728,993,17,14,5
1729,582,3,9,0
1730,641,15,11,6
1731,35,7,7,4
1732,187,1,14,3
1733,957,12,18,4
1734,429,19,17,4
1735,330,9,4,8
1736,247,1,20,2
1737,808,4,4,9
1738,559,7,1,6
1739,991,18,15,0
1740,661,6,2,5
1741,941,1,7,4
1742,945,16,9,8
1743,231,9,7,4
1744,577,7,15,9
1745,733,2,4,2
1746,573,18,7,7
1747,805,20,2,3
1748,294,5,1,2
1749,825,8,15,2
1750,242,8,17,10
1751,301,15,18,9
1752,493,3,14,1
1753,246,20,2,0
1754,298,16,20,6
1755,967,20,5,5
1756,297,10,2,6
1757,122,3,7,4
1758,296,5,18,9
1759,716,9,9,6
1760,265,9,15,2
1761,157,2,18,9
1762,751,9,1,9
1763,726,10,13,4
1764,352,12,4,5
1765,288,13,5,2
1766,952,14,12,8
1767,177,14,6,10
1768,830,15,1,5
1769,619,19,12,10
1770,16,13,1,0
1771,388,2,19,5
1772,61,1,6,0
1773,302,6,5,3
1774,654,10,13,2
1775,128,19,9,7
1776,931,14,16,9
1777,453,7,13,7
1778,691,6,13,1
1779,621,18,17,9
1780,23,16,9,3
1781,80,20,13,8
1782,223,9,11,6
1783,99,13,17,3
1784,24,16,13,3
1785,546,3,8,7
1786,458,9,13,10
1787,659,11,18,10
1788,681,11,14,3
1789,691,11,8,3
1790,241,19,18,3
1791,501,20,16,6
1792,303,3,2,7
1793,708,6,12,10
1794,418,15,7,10
1795,954,2,17,5
1796,219,15,18,6
1797,519,18,15,9
1798,889,18,11,4
1799,575,15,15,7
1800,605,2,4,2
1801,314,20,9,3
1802,78,8,2,8
1803,51,1,7,1
1804,328,11,19,5
1805,354,15,2,6
1806,728,7,19,0
1807,227,10,17,7
1808,447,1,19,6
1809,808,13,4,7
1810,716,14,16,5
1811,726,9,12,8
1812,468,15,20,10
1813,738,4,8,0
1814,144,18,8,9
1815,543,18,11,10
1816,538,9,1,8
1817,95,9,7,9
1818,806,18,2,0
1819,33,5,17,0
1820,668,10,16,10
1821,683,1,3,10
1822,890,1,5,3
1823,646,7,3,2
1824,485,13,16,2
1825,56,7,7,1
1826,675,17,16,0
1827,445,16,19,0
1828,266,19,10,10
1829,841,17,1,4
1830,129,3,5,10
1831,471,20,14,6
1832,469,8,9,7
1833,106,5,8,5
1834,958,3,14,4
1835,272,7,14,4
1836,679,5,14,9
1837,610,9,19,10
1838,920,17,6,2
1839,447,5,4,5
1840,255,20,1,4
1841,785,9,19,8
1842,948,18,11,6
1843,297,19,6,10
1844,388,20,13,3
1845,937,8,3,9
1846,815,13,5,1
1847,779,3,20,10
1848,337,13,12,7
1849,902,9,10,10
1850,178,1,6,5
1851,185,16,10,2
1852,885,11,20,8
1853,532,4,14,6
1854,951,14,4,3
1855,695,18,10,10
1856,349,17,11,4
1857,143,18,11,6
1858,993,4,8,5
1859,671,14,19,9
1860,552,19,8,8
1861,974,12,6,9
1862,849,2,4,2
1863,486,12,4,8
1864,688,9,16,4
1865,46,11,11,5
1866,175,12,16,7
1867,890,8,6,2
1868,152,18,6,8
1869,600,13,17,2
1870,193,4,10,3
1871,386,3,9,1
1872,780,3,6,5
1873,699,17,12,4
1874,188,20,4,5
1875,427,4,8,4
1876,515,13,17,5
1877,124,19,17,8
1878,420,16,16,6
1879,688,5,17,7
1880,601,11,10,3
1881,962,15,5,2
1882,431,3,12,10
1883,647,20,4,10
1884,628,18,17,6
1885,763,8,11,5
1886,390,18,15,5
1887,531,1,7,1
1888,140,3,12,4
1889,258,8,16,3
1890,317,6,13,4
1891,452,17,15,1
1892,351,9,4,2
1893,5,20,5,8
1894,889,19,18,9
1895,764,5,15,4
1896,906,6,14,5
1897,447,1,11,3
1898,267,5,8,2
1899,455,10,10,2
1900,91,18,17,2
1901,392,12,12,10
1902,643,6,3,4
1903,437,20,13,7
1904,6,17,13,0
1905,260,5,5,6
1906,621,11,20,6
1907,455,15,6,10
1908,145,1,19,4
1909,751,20,1,3
1910,731,12,3,9
1911,172,20,3,2
1912,662,7,13,9
1913,910,12,6,10
1914,177,19,7,2
1915,478,2,13,1
1916,611,1,12,7
1917,167,1,7,10
1918,509,8,11,10
1919,914,1,16,8
1920,171,13,13,1
1921,713,11,16,0
1922,415,9,1,3
1923,664,11,20,0
1924,689,17,12,4
1925,541,9,13,4
1926,652,2,12,9
1927,500,13,4,0
1928,900,9,12,9
1929,481,13,9,3
1930,833,15,14,0
1931,895,1,13,2
1932,822,5,12,3
1933,465,16,12,9
1934,745,16,3,6
1935,805,10,1,7
1936,521,11,9,6
1937,969,10,2,10
1938,937,9,19,3
1939,499,4,3,7
1940,775,12,1,7
1941,81,3,9,6
1942,528,19,16,2
1943,973,7,20,5
1944,956,20,1,8
1945,578,18,17,7
1946,631,20,15,10
1947,566,5,6,1
1948,255,9,15,6
1949,819,16,14,3
1950,231,10,7,1
1951,204,9,1,7
1952,262,12,17,10
1953,531,3,9,2
1954,34,13,20,4
1955,829,13,7,0
1956,153,7,14,0
1957,720,7,3,3
1958,560,1,14,10
1959,793,18,19,3
1960,846,12,18,9
1961,926,5,19,7
1962,70,17,12,6
1963,435,6,9,5
1964,580,1,10,5
1965,483,9,15,9
1966,888,18,9,1
1967,222,2,15,1
1968,567,20,4,10
1969,990,12,17,2
1970,851,12,5,1
1971,169,3,5,1
1972,61,4,16,5
1973,76,7,19,7
1974,197,4,8,2
1975,658,10,3,8
1976,572,20,2,9
1977,209,16,15,8
1978,431,14,1,1
1979,42,16,10,1
1980,804,16,10,10
1981,532,17,15,7
1982,448,8,6,10
1983,448,1,9,10
1984,188,7,2,6
1985,890,1,12,2
1986,736,19,9,8
1987,107,2,18,2
1988,232,9,19,10
1989,534,5,17,10
1990,903,2,16,2
1991,160,3,8,9
1992,206,20,12,8
1993,93,17,8,6
1994,391,3,14,1
1995,330,14,15,2
1996,90,11,8,7
1997,734,13,8,8
1998,100,5,10,3
1999,862,8,15,5
2000,119,18,14,1
2001,683,16,18,3
2002,78,10,6,3
2003,378,15,11,8
2004,152,15,13,9
2005,988,18,17,1
2006,505,17,14,7
2007,821,9,20,5
2008,949,20,18,3
2009,24,16,10,10
2010,705,11,14,10
2011,32,8,10,2
2012,237,16,13,10
2013,815,10,19,1
2014,410,1,19,10
2015,753,8,9,3
2016,11,15,7,3
2017,638,10,3,6
2018,877,13,17,7
2019,938,1,6,6
2020,426,2,16,10
2021,604,9,19,1
2022,176,16,9,5
2023,528,14,10,1
2024,56,18,12,10
2025,312,11,8,7
2026,153,4,9,3
2027,929,7,12,9
2028,716,3,15,0
2029,50,5,8,9
2030,134,16,4,6
2031,123,6,17,8
2032,922,13,8,10
2033,401,19,1,4
2034,391,13,6,2
2035,345,12,12,4
2036,115,10,6,5
2037,464,15,9,10
2038,626,4,6,2
2039,759,9,19,0
2040,32,17,15,10
2041,996,6,18,0
2042,910,18,17,6
2043,415,10,20,0
2044,341,20,19,5
2045,184,16,6,4
2046,658,14,15,8
2047,348,15,10,5
2048,13,20,8,7
2049,38,12,1,2
2050,979,1,12,5
2051,603,13,13,1
2052,168,4,17,7
2053,768,2,6,6
2054,688,17,8,7
2055,573,3,7,10
2056,79,4,9,2
2057,590,13,18,1
2058,351,10,11,4
2059,310,3,5,5
2060,799,15,4,1
2061,823,13,17,6
2062,976,17,5,9
2063,963,12,6,0
2064,416,1,4,2
2065,321,17,3,8
2066,497,12,11,0
2067,246,6,9,7
2068,748,17,2,10
2069,257,12,3,6
2070,167,11,2,9
2071,325,5,9,7
2072,572,10,15,8
2073,464,11,2,4
2074,680,1,13,7
2075,437,16,5,10
2076,393,20,7,2
2077,765,15,2,0
2078,314,20,12,9
2079,790,20,5,9
2080,663,8,11,9
2081,296,15,3,9
2082,253,17,10,4
2083,916,20,13,2
2084,416,16,16,1
2085,958,18,11,10
2086,246,5,12,2
2087,716,3,9,9
2088,109,6,3,5
2089,845,18,14,3
2090,528,9,5,5
2091,24,3,13,5
2092,107,9,1,7
2093,891,12,14,2
2094,722,2,4,5
2095,532,17,5,8
2096,918,14,5,9
2097,890,2,20,4
2098,629,12,14,7
2099,584,13,13,2
2100,986,11,11,1
2101,35,11,14,8
2102,525,4,5,4
2103,487,11,6,7
2104,297,11,18,8
2105,969,16,1,7
2106,719,17,12,2
2107,535,9,19,1
2108,121,1,12,0
2109,771,8,11,1
2110,763,9,19,0
2111,180,9,20,2
2112,227,20,18,8
2113,700,10,7,0
2114,921,11,15,10
2115,323,10,17,0
2116,997,4,9,9
2117,390,3,8,1
2118,96,8,4,8
2119,686,9,5,1
2120,179,14,1,9
2121,598,19,20,8
2122,554,12,15,5
2123,153,5,6,9
2124,275,18,9,6
2125,552,7,15,5
2126,106,9,15,10
2127,566,17,3,10
2128,455,13,3,9
2129,652,4,3,2
2130,580,16,19,1
2131,447,3,4,7
2132,290,9,8,5
2133,111,17,18,2
2134,598,17,12,2
2135,297,6,4,10
2136,840,20,8,0
2137,286,4,8,4
2138,739,11,1,2
2139,305,13,10,0
2140,132,9,14,9
2141,293,1,3,1
2142,777,12,19,10
2143,631,19,9,8
2144,625,12,20,0
2145,535,20,4,10
2146,552,11,2,2
2147,406,17,11,4
2148,589,4,16,0
2149,429,19,3,2
2150,39,15,11,3
2151,184,16,3,5
2152,170,6,10,7
2153,116,15,6,4
2154,436,9,15,3
2155,261,1,15,3
2156,429,10,20,3
2157,595,5,14,5
2158,537,4,15,4
2159,895,2,2,5
2160,891,14,15,4
2161,549,1,18,9
2162,589,8,18,8
2163,62,10,1,0
2164,941,3,19,10
2165,185,10,17,1
2166,979,19,6,8
2167,567,9,11,9
2168,630,8,18,10
2169,967,10,10,10
2170,344,7,11,5
2171,107,5,7,1
2172,86,1,6,6
2173,865,2,10,4
2174,436,14,19,2
2175,726,11,13,4
2176,560,18,11,7
2177,676,2,17,0
2178,412,10,3,7
2179,169,9,13,3
2180,408,15,4,5
2181,652,16,12,2
2182,797,5,3,5
2183,305,8,15,4
2184,851,18,5,10
2185,832,12,10,3
2186,385,2,9,2
2187,155,3,13,2
2188,243,6,6,4
2189,538,14,7,9
2190,716,16,11,9
2191,832,14,11,2
2192,57,18,17,5
2193,754,15,12,8
2194,562,11,15,1
2195,202,7,10,0
2196,513,6,18,7
2197,101,13,4,8
2198,970,6,6,7
2199,414,17,13,2
2200,546,9,14,8
2201,412,18,7,4
2202,7,8,20,8
2203,303,13,16,1
2204,225,19,3,3
2205,760,2,1,9
2206,984,14,3,6
2207,828,6,13,8
2208,4,16,8,9
2209,787,3,14,5
2210,758,4,4,7
2211,973,8,13,1
2212,643,12,5,9
2213,864,15,11,6
2214,601,18,6,2
2215,19,8,13,10
2216,96,14,16,9
2217,787,16,7,1
2218,327,9,12,9
2219,596,11,4,5
2220,488,13,9,10
2221,293,2,4,1
2222,408,12,3,6
2223,606,5,17,1
2224,583,20,4,9
2225,462,11,2,9
2226,164,19,18,0
2227,597,10,17,3
2228,475,2,16,2
2229,938,20,8,9
2230,933,14,4,10
2231,352,19,7,3
2232,724,4,18,4
2233,668,13,6,9
2234,741,7,15,6
2235,789,4,11,9
2236,933,10,18,1
2237,573,3,1,4
2238,947,19,4,3
2239,997,6,6,3
2240,517,7,13,9
2241,561,5,8,1
2242,517,5,18,9
2243,27,12,16,3
2244,800,6,1,6
2245,654,7,10,9
2246,223,3,1,8
2247,371,15,19,0
2248,450,9,20,7
2249,293,11,7,1
2250,9,15,12,2
2251,870,13,16,0
2252,819,16,5,7
2253,402,15,7,0
2254,714,16,19,0
2255,460,17,1,10
2256,998,18,12,6
2257,911,10,18,10
2258,403,19,20,1
2259,20,10,15,3
2260,785,5,14,4
2261,532,20,3,1
2262,481,8,6,6
2263,926,3,3,10
2264,673,12,16,3
2265,131,6,19,7
2266,808,4,12,1
2267,725,10,19,7
2268,606,8,10,2
2269,301,16,20,6
2270,82,13,12,4
2271,648,13,19,4
2272,14,5,16,4
2273,774,13,19,7
2274,882,4,18,9
2275,699,4,9,5
2276,789,12,3,7
2277,178,8,8,4
2278,38,13,1,3
2279,126,15,7,8
2280,439,11,8,2
2281,949,4,7,8
2282,388,19,9,10
2283,849,18,16,10
2284,561,11,1,5
2285,373,1,17,5
2286,345,4,6,2
2287,112,7,20,1
2288,282,7,12,10
2289,551,5,1,9
2290,808,19,16,8
2291,789,4,1,3
2292,187,7,9,10
2293,89,15,19,7
2294,563,14,3,5
2295,550,8,13,3
2296,905,17,14,0
2297,454,11,7,6
2298,752,16,12,4
2299,400,20,18,4
2300,872,9,9,8
2301,639,2,1,1
2302,441,20,15,2
2303,720,20,11,0
2304,486,18,9,9
2305,94,20,15,0
2306,814,10,16,0
2307,240,5,9,8
2308,199,4,12,5
2309,495,10,10,8
2310,261,7,12,9
2311,522,13,18,10
2312,921,18,2,5
2313,900,7,14,0
2314,767,6,18,1
2315,492,3,15,8
2316,762,7,6,7
2317,171,6,7,1
2318,265,8,18,6
2319,451,19,4,1
2320,316,11,6,7
2321,64,2,8,6
2322,129,18,1,5
2323,414,7,11,6
2324,229,17,4,10
2325,776,6,11,3
2326,298,4,15,6
2327,872,3,10,9
2328,506,2,13,9
2329,921,10,16,3
2330,268,10,8,4
2331,632,1,14,5
2332,193,20,3,1
2333,453,17,13,6
2334,82,7,15,4
2335,231,4,1,3
2336,216,14,15,0
2337,944,18,20,4
2338,656,14,16,0
2339,387,6,10,5
2340,573,7,10,8
2341,662,16,10,2
2342,637,5,16,5
2343,187,18,20,3
2344,195,15,18,6
2345,865,8,8,9
2346,907,6,5,5
2347,682,5,5,7
2348,32,14,13,1
2349,909,14,1,10
2350,632,3,11,3
2351,612,6,20,4
2352,562,17,8,1
2353,681,3,14,10
2354,191,3,6,3
2355,699,12,2,0
2356,229,1,20,3
2357,686,3,11,1
2358,689,14,9,3
2359,364,4,12,7
2360,279,13,4,9
2361,336,3,16,6
2362,637,16,10,1
2363,462,13,10,9
2364,524,8,12,6
2365,221,16,20,6
2366,568,13,12,10
2367,73,19,3,8
2368,555,6,18,6
2369,257,8,14,5
2370,876,8,4,8
2371,334,9,13,10
2372,101,2,4,9
2373,10,7,4,5
2374,870,4,11,10
2375,113,10,8,8
2376,939,3,9,4
2377,301,7,20,0
2378,714,17,19,3
2379,564,2,17,6
2380,587,2,6,5
2381,196,3,10,6
2382,910,7,11,3
2383,738,15,6,3
2384,105,20,14,9
2385,645,12,18,9
2386,989,10,6,2
2387,643,15,9,4
2388,413,8,3,5
2389,53,14,9,6
2390,423,9,7,9
2391,61,6,4,4
2392,125,2,17,1
2393,163,16,18,5
2394,527,3,20,1
2395,392,4,8,9
2396,436,17,1,7
2397,707,12,17,7
2398,441,12,12,1
2399,79,20,14,5
2400,372,9,11,10
2401,716,1,12,6
2402,108,9,4,0
2403,960,12,5,3
2404,788,4,6,4
2405,514,17,12,1
2406,265,18,7,4
2407,898,3,13,6
2408,885,3,15,5
2409,583,18,17,9
2410,783,20,8,10
2411,101,12,10,0
2412,373,7,3,10
2413,560,2,17,4
2414,201,20,16,7
2415,155,11,12,8
2416,392,7,18,2
2417,80,14,1,8
2418,255,4,20,1
2419,312,8,1,1
2420,825,18,11,9
2421,488,1,18,5
2422,630,9,6,4
2423,293,13,17,7
2424,771,3,10,3
2425,795,10,5,0
2426,1,19,7,2
2427,728,12,6,0
2428,328,1,1,5
2429,235,2,14,2
2430,700,11,3,0
2431,472,6,9,9
2432,47,17,20,7
2433,789,5,5,4
2434,76,10,2,8
2435,3,4,3,3
2436,202,8,18,3
2437,747,8,5,8
2438,919,6,18,9
2439,879,12,8,6
2440,890,2,16,9
2441,360,20,14,6
2442,972,1,6,5
2443,571,6,15,2
2444,727,18,13,2
2445,955,14,18,8
2446,153,7,10,10
2447,263,20,17,0
2448,210,3,18,5
2449,555,20,14,8
2450,746,7,10,10
2451,46,13,1,2
2452,90,12,17,9
2453,353,14,12,8
2454,199,9,16,6
2455,529,18,3,9
2456,644,19,2,10
2457,204,10,5,4
2458,309,16,5,0
2459,370,11,12,10
2460,556,15,4,4
2461,784,17,7,9
2462,347,17,15,0
2463,550,11,11,6
2464,621,17,11,9
2465,904,18,7,4
2466,82,18,8,9
2467,592,8,19,5
2468,917,4,3,2
2469,811,13,7,3
2470,451,2,3,1
2471,302,16,2,6
2472,247,10,6,10
2473,363,16,11,10
2474,385,15,7,4
2475,864,18,15,0
2476,604,13,18,3
2477,113,4,16,7
2478,210,14,11,6
2479,826,6,18,7
2480,68,14,7,5
2481,709,12,6,10
2482,543,1,18,4
2483,235,15,18,10
2484,183,10,14,0
2485,314,8,14,3
2486,636,10,17,10
2487,914,16,13,9
2488,427,3,14,5
2489,562,20,6,8
2490,994,19,1,7
2491,474,3,13,6
2492,41,7,20,3
2493,654,15,14,10
2494,180,12,15,1
2495,524,3,20,3
2496,150,2,4,4
2497,455,4,17,9
2498,392,14,18,8
2499,446,8,20,4
2500,202,1,18,10
2501,482,8,8,2
2502,279,14,1,3
2503,637,6,1,9
2504,885,18,4,7
2505,36,8,3,9
2506,657,6,19,9
2507,616,7,19,1
2508,289,10,17,0
2509,363,8,1,10
2510,943,4,1,6
2511,170,10,10,9
2512,255,13,1,1
2513,647,1,4,8
2514,66,4,18,4
2515,588,16,3,0
2516,224,3,12,6
2517,200,5,11,1
2518,777,11,16,8
2519,876,14,6,3
2520,374,18,18,1
2521,589,2,19,7
2522,748,11,20,9
2523,991,14,8,7
2524,798,5,3,9
2525,551,3,16,2
2526,115,11,16,0
2527,223,19,20,6
2528,893,6,6,3
2529,698,5,16,10
2530,678,3,18,4
2531,391,1,13,9
2532,792,18,6,3
2533,876,9,7,1
2534,805,9,11,3
2535,725,14,11,9
2536,338,14,14,0
2537,691,20,3,3
2538,557,18,1,3
2539,971,7,14,9
2540,791,14,18,6
2541,448,4,10,3
2542,704,5,10,10
2543,19,7,7,1
2544,551,16,15,4
2545,636,12,7,9
2546,89,20,8,3
2547,972,19,3,7
2548,179,7,18,0
2549,452,18,13,9
2550,964,3,20,9
2551,918,16,16,2
2552,669,18,15,9
2553,168,4,2,10
2554,416,20,19,8
2555,997,4,1,8
2556,668,12,12,9
2557,432,12,15,2
2558,734,20,12,8
2559,174,7,12,5
2560,595,2,8,0
2561,275,13,8,3
2562,487,2,18,5
2563,346,10,17,0
2564,234,3,13,0
2565,631,1,4,10
2566,667,8,17,1
2567,736,14,17,7
2568,674,17,17,3
2569,384,10,9,10
2570,725,15,11,8
2571,606,3,1,9
2572,793,15,20,0
2573,929,18,3,0
2574,467,4,4,4
2575,537,3,15,8
2576,700,18,6,1
2577,354,4,11,2
2578,888,20,6,2
2579,707,3,1,10
2580,518,19,17,0
2581,923,3,16,5
2582,786,17,19,6
2583,220,9,20,7
2584,947,3,8,2
2585,837,5,8,6
2586,57,14,4,2
2587,647,17,6,0
2588,350,5,5,8
2589,435,7,20,5
2590,825,19,16,2
2591,255,10,11,1
2592,677,9,8,9
2593,985,12,14,8
2594,289,10,9,7
2595,706,16,13,7
2596,93,20,18,7
2597,988,14,14,2
2598,611,3,7,7
2599,933,18,20,10
2600,135,4,6,2
2601,541,12,8,5
2602,863,15,3,1
2603,246,14,7,8
2604,124,19,8,5
2605,954,10,9,8
2606,948,17,12,6
2607,960,3,12,8
2608,472,19,2,6
2609,177,11,19,2
2610,303,3,16,2
2611,766,1,11,6
2612,113,20,17,2
2613,607,15,4,2
2614,11,15,17,1
2615,272,8,7,2
2616,436,6,13,8
2617,421,12,7,0
2618,567,6,7,10
2619,695,5,11,6
2620,222,14,11,5
2621,711,16,9,0
2622,351,5,10,6
2623,971,7,6,9
2624,258,2,8,1
2625,609,13,4,5
2626,724,13,10,8
2627,148,5,4,0
2628,664,16,14,5
